"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM VESTIGING";"GEMEENTENAAM";"ONDERWIJSTYPE VO";"INSPECTIECODE";"OPLEIDINGSNAAM";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - MAN";"GESLAAGDEN SCHOOLJAAR 2019-2020 - MAN";"SLAAGPERC SCHOOLJAAR 2019-2020 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - VROUW";"GESLAAGDEN SCHOOLJAAR 2019-2020 - VROUW";"SLAAGPERC SCHOOLJAAR 2019-2020 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2019-2020 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2019-2020 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - MAN";"GESLAAGDEN SCHOOLJAAR 2020-2021 - MAN";"SLAAGPERC SCHOOLJAAR 2020-2021 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - VROUW";"GESLAAGDEN SCHOOLJAAR 2020-2021 - VROUW";"SLAAGPERC SCHOOLJAAR 2020-2021 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2020-2021 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2020-2021 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - MAN";"GESLAAGDEN SCHOOLJAAR 2021-2022 - MAN";"SLAAGPERC SCHOOLJAAR 2021-2022 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - VROUW";"GESLAAGDEN SCHOOLJAAR 2021-2022 - VROUW";"SLAAGPERC SCHOOLJAAR 2021-2022 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2021-2022 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2021-2022 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - MAN";"GESLAAGDEN SCHOOLJAAR 2022-2023 - MAN";"SLAAGPERC SCHOOLJAAR 2022-2023 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - VROUW";"GESLAAGDEN SCHOOLJAAR 2022-2023 - VROUW";"SLAAGPERC SCHOOLJAAR 2022-2023 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2022-2023 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2022-2023 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - MAN";"GESLAAGDEN SCHOOLJAAR 2023-2024 - MAN";"SLAAGPERC SCHOOLJAAR 2023-2024 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - VROUW";"GESLAAGDEN SCHOOLJAAR 2023-2024 - VROUW";"SLAAGPERC SCHOOLJAAR 2023-2024 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2023-2024 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2023-2024 - TOTAAL"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VWO";"64";"VWO - N&T / N&G";"6";"6";"100";"7";"7";"100";"13";"13";"100";"<5";"<5";"100";"15";"14";"93.3";"19";"18";"94.7";"<5";"<5";"100";"12";"11";"91.7";"13";"12";"92.3";"6";"6";"100";"8";"8";"100";"14";"14";"100";"10";"10";"100";"8";"7";"87.5";"18";"17";"94.4"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VWO";"68";"VWO - N&G / E&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VWO";"69";"VWO - E&M / C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"HAVO";"50";"HAVO - N&T";"10";"10";"100";"<5";"<5";"100";"11";"11";"100";"11";"11";"100";"<5";"<5";"100";"12";"12";"100";"6";"6";"100";"<5";"<5";"100";"9";"9";"100";"5";"5";"100";"0";"0";"0";"5";"5";"100";"6";"6";"100";"<5";"<5";"100";"8";"8";"100"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"HAVO";"51";"HAVO - N&G";"12";"12";"100";"14";"14";"100";"26";"26";"100";"<5";"<5";"100";"17";"17";"100";"19";"19";"100";"<5";"<5";"100";"9";"9";"100";"13";"13";"100";"5";"5";"100";"6";"<5";"66.7";"11";"9";"81.8";"5";"<5";"80";"11";"10";"90.9";"16";"14";"87.5"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"HAVO";"52";"HAVO - E&M";"36";"36";"100";"46";"44";"95.7";"82";"80";"97.6";"36";"35";"97.2";"37";"36";"97.3";"73";"71";"97.3";"30";"29";"96.7";"22";"21";"95.5";"52";"50";"96.2";"33";"30";"90.9";"32";"29";"90.6";"65";"59";"90.8";"38";"37";"97.4";"22";"22";"100";"60";"59";"98.3"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"6";"6";"100";"6";"6";"100";"<5";"<5";"100";"6";"6";"100";"7";"7";"100";"0";"0";"0";"10";"9";"90";"10";"9";"90";"<5";"<5";"66.7";"7";"6";"85.7";"10";"8";"80"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"HAVO";"54";"HAVO - N&T / N&G";"10";"10";"100";"15";"15";"100";"25";"25";"100";"13";"13";"100";"11";"10";"90.9";"24";"23";"95.8";"6";"6";"100";"8";"7";"87.5";"14";"13";"92.9";"8";"8";"100";"5";"5";"100";"13";"13";"100";"5";"5";"100";"7";"7";"100";"12";"12";"100"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"8";"8";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"75";"5";"<5";"80";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VMBO";"90";"VMBO T - techniek";"19";"19";"100";"<5";"<5";"100";"22";"22";"100";"6";"6";"100";"<5";"<5";"100";"10";"10";"100";"16";"16";"100";"<5";"<5";"100";"19";"19";"100";"40";"36";"90";"19";"19";"100";"59";"55";"93.2";"21";"19";"90.5";"<5";"<5";"100";"22";"20";"90.9"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VMBO";"91";"VMBO T - zorg en welzijn";"8";"8";"100";"25";"25";"100";"33";"33";"100";"7";"7";"100";"19";"19";"100";"26";"26";"100";"5";"5";"100";"14";"14";"100";"19";"19";"100";"<5";"<5";"100";"35";"34";"97.1";"36";"35";"97.2";"23";"22";"95.7";"17";"16";"94.1";"40";"38";"95"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VMBO";"92";"VMBO T - economie";"40";"40";"100";"17";"17";"100";"57";"57";"100";"38";"38";"100";"24";"24";"100";"62";"62";"100";"35";"35";"100";"21";"20";"95.2";"56";"55";"98.2";"19";"19";"100";"5";"<5";"80";"24";"23";"95.8";"25";"23";"92";"7";"6";"85.7";"32";"29";"90.6"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VMBO";"93";"VMBO T - landbouw";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"60";"VWO - N&T";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"5";"5";"100";"<5";"<5";"100";"8";"8";"100";"8";"7";"87.5";"<5";"0";"0";"9";"7";"77.8";"9";"9";"100";"<5";"<5";"100";"10";"10";"100"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"61";"VWO - N&G";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"6";"6";"100";"7";"7";"100";"13";"13";"100";"<5";"<5";"100";"<5";"<5";"66.7";"7";"6";"85.7";"0";"0";"0";"<5";"<5";"75";"<5";"<5";"75";"5";"<5";"60";"7";"6";"85.7";"12";"9";"75"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"62";"VWO - E&M";"13";"13";"100";"7";"7";"100";"20";"20";"100";"6";"6";"100";"<5";"<5";"100";"9";"9";"100";"9";"9";"100";"<5";"<5";"100";"11";"11";"100";"5";"5";"100";"8";"7";"87.5";"13";"12";"92.3";"<5";"<5";"100";"5";"<5";"60";"9";"7";"77.8"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"63";"VWO - C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"5";"<5";"80";"5";"<5";"80";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"64";"VWO - N&T / N&G";"13";"13";"100";"15";"15";"100";"28";"28";"100";"20";"20";"100";"18";"18";"100";"38";"38";"100";"13";"13";"100";"10";"9";"90";"23";"22";"95.7";"15";"15";"100";"13";"12";"92.3";"28";"27";"96.4";"15";"15";"100";"9";"8";"88.9";"24";"23";"95.8"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"66";"VWO - N&T / C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"67";"VWO - N&G / C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"68";"VWO - N&G / E&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IB";"20IB00";"Eckartcollege";"EINDHOVEN";"VWO";"69";"VWO - E&M / C&M";"<5";"<5";"100";"<5";"<5";"100";"7";"7";"100";"<5";"<5";"100";"8";"8";"100";"11";"11";"100";"<5";"<5";"50";"<5";"<5";"100";"5";"<5";"80";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"31";"VMBO LWT - zorg & welzijn";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"32";"VMBO LWT - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"35";"VMBO B - zorg en welzijn";"6";"6";"100";"10";"10";"100";"16";"16";"100";"<5";"<5";"100";"8";"8";"100";"12";"12";"100";"<5";"<5";"100";"10";"10";"100";"13";"13";"100";"<5";"<5";"100";"11";"10";"90.9";"15";"14";"93.3";"6";"6";"100";"19";"19";"100";"25";"25";"100"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"36";"VMBO B - economie";"8";"8";"100";"<5";"<5";"100";"10";"10";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"5";"5";"100";"0";"0";"0";"5";"5";"100";"15";"15";"100";"0";"0";"0";"15";"15";"100";"10";"10";"100";"5";"5";"100";"15";"15";"100"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"39";"VMBO K - zorg en welzijn";"8";"8";"100";"45";"45";"100";"53";"53";"100";"16";"15";"93.8";"38";"38";"100";"54";"53";"98.1";"10";"10";"100";"23";"23";"100";"33";"33";"100";"12";"11";"91.7";"42";"39";"92.9";"54";"50";"92.6";"12";"12";"100";"40";"39";"97.5";"52";"51";"98.1"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"40";"VMBO K - economie";"29";"29";"100";"8";"8";"100";"37";"37";"100";"16";"16";"100";"<5";"<5";"100";"20";"20";"100";"22";"22";"100";"<5";"<5";"100";"24";"24";"100";"20";"16";"80";"5";"<5";"80";"25";"20";"80";"27";"25";"92.6";"6";"6";"100";"33";"31";"93.9"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"90";"VMBO T - techniek";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"7";"6";"85.7";"0";"0";"0";"7";"6";"85.7";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"91";"VMBO T - zorg en welzijn";"<5";"<5";"100";"20";"20";"100";"22";"22";"100";"<5";"<5";"100";"16";"12";"75";"19";"15";"78.9";"<5";"<5";"100";"13";"13";"100";"16";"16";"100";"<5";"<5";"100";"10";"10";"100";"12";"12";"100";"<5";"<5";"100";"17";"13";"76.5";"19";"15";"78.9"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"92";"VMBO T - economie";"10";"10";"100";"6";"6";"100";"16";"16";"100";"10";"10";"100";"8";"7";"87.5";"18";"17";"94.4";"9";"8";"88.9";"19";"19";"100";"28";"27";"96.4";"20";"16";"80";"20";"19";"95";"40";"35";"87.5";"14";"13";"92.9";"12";"9";"75";"26";"22";"84.6"
"20IB";"20IB03";"Nuenens College";"NUENEN C.A.";"VMBO";"93";"VMBO T - landbouw";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"HAVO";"50";"HAVO - N&T";"10";"10";"100";"11";"11";"100";"21";"21";"100";"19";"19";"100";"<5";"<5";"75";"23";"22";"95.7";"6";"6";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"10";"10";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"HAVO";"51";"HAVO - N&G";"5";"5";"100";"<5";"<5";"100";"9";"9";"100";"5";"5";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"6";"<5";"66.7";"8";"6";"75";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"7";"7";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"HAVO";"52";"HAVO - E&M";"23";"23";"100";"31";"31";"100";"54";"54";"100";"43";"39";"90.7";"29";"28";"96.6";"72";"67";"93.1";"30";"30";"100";"20";"19";"95";"50";"49";"98";"18";"18";"100";"12";"11";"91.7";"30";"29";"96.7";"10";"10";"100";"11";"10";"90.9";"21";"20";"95.2"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"HAVO";"53";"HAVO - C&M";"5";"5";"100";"12";"12";"100";"17";"17";"100";"8";"8";"100";"11";"10";"90.9";"19";"18";"94.7";"11";"11";"100";"9";"8";"88.9";"20";"19";"95";"<5";"<5";"100";"10";"9";"90";"12";"11";"91.7";"<5";"<5";"100";"7";"7";"100";"9";"9";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"HAVO";"54";"HAVO - N&T / N&G";"7";"7";"100";"11";"11";"100";"18";"18";"100";"<5";"<5";"100";"6";"6";"100";"7";"7";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"6";"5";"83.3";"6";"<5";"66.7";"12";"9";"75";"<5";"<5";"100";"8";"7";"87.5";"11";"10";"90.9"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"HAVO";"58";"HAVO - N&G / E&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"8";"8";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"66.7";"5";"<5";"80";"<5";"<5";"100";"5";"5";"100";"6";"6";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VMBO";"36";"VMBO B - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"16";"100";"17";"17";"100";"33";"33";"100";"10";"10";"100";"11";"11";"100";"21";"21";"100";"14";"14";"100";"11";"10";"90.9";"25";"24";"96"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VMBO";"40";"VMBO K - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"28";"100";"32";"32";"100";"60";"60";"100";"31";"31";"100";"26";"23";"88.5";"57";"54";"94.7";"19";"19";"100";"28";"27";"96.4";"47";"46";"97.9"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VMBO";"44";"VMBO G - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"11";"100";"13";"13";"100";"24";"24";"100";"31";"31";"100";"29";"28";"96.6";"60";"59";"98.3";"21";"21";"100";"18";"17";"94.4";"39";"38";"97.4"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VMBO";"90";"VMBO T - techniek";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VMBO";"91";"VMBO T - zorg en welzijn";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"9";"100";"16";"16";"100";"25";"25";"100";"<5";"<5";"100";"6";"6";"100";"9";"9";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VMBO";"92";"VMBO T - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"20";"100";"8";"8";"100";"28";"28";"100";"<5";"<5";"100";"<5";"<5";"66.7";"5";"<5";"80";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VMBO";"93";"VMBO T - landbouw";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VWO";"60";"VWO - N&T";"10";"10";"100";"<5";"<5";"100";"13";"13";"100";"9";"9";"100";"<5";"<5";"100";"13";"13";"100";"12";"12";"100";"5";"<5";"80";"17";"16";"94.1";"11";"9";"81.8";"0";"0";"0";"11";"9";"81.8";"12";"12";"100";"<5";"<5";"100";"13";"13";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VWO";"61";"VWO - N&G";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"5";"5";"100";"6";"5";"83.3";"11";"10";"90.9";"0";"0";"0";"14";"12";"85.7";"14";"12";"85.7";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"8";"8";"100";"9";"9";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VWO";"62";"VWO - E&M";"13";"13";"100";"20";"20";"100";"33";"33";"100";"25";"23";"92";"6";"5";"83.3";"31";"28";"90.3";"<5";"<5";"75";"8";"7";"87.5";"12";"10";"83.3";"15";"13";"86.7";"<5";"<5";"66.7";"18";"15";"83.3";"13";"13";"100";"<5";"<5";"66.7";"16";"15";"93.8"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VWO";"63";"VWO - C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"8";"8";"100";"10";"10";"100";"0";"0";"0";"5";"5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"0";"0";"0";"5";"<5";"60";"5";"<5";"60"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VWO";"64";"VWO - N&T / N&G";"12";"12";"100";"19";"19";"100";"31";"31";"100";"7";"7";"100";"13";"13";"100";"20";"20";"100";"<5";"<5";"66.7";"13";"13";"100";"16";"15";"93.8";"13";"11";"84.6";"12";"9";"75";"25";"20";"80";"10";"10";"100";"10";"10";"100";"20";"20";"100"
"20IS";"20IS00";"Stella Maris College";"MEERSSEN";"VWO";"69";"VWO - E&M / C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"21";"19";"90.5";"25";"23";"92";"7";"6";"85.7";"6";"6";"100";"13";"12";"92.3";"<5";"<5";"100";"9";"9";"100";"12";"12";"100";"<5";"<5";"100";"15";"15";"100";"18";"18";"100"
"20IS";"20IS04";"Stella Maris Coll";"VALKENBURG AAN DE GEUL";"VMBO";"36";"VMBO B - economie";"20";"20";"100";"20";"20";"100";"40";"40";"100";"14";"13";"92.9";"13";"13";"100";"27";"26";"96.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IS";"20IS04";"Stella Maris Coll";"VALKENBURG AAN DE GEUL";"VMBO";"40";"VMBO K - economie";"27";"27";"100";"29";"29";"100";"56";"56";"100";"45";"45";"100";"26";"26";"100";"71";"71";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IS";"20IS04";"Stella Maris Coll";"VALKENBURG AAN DE GEUL";"VMBO";"44";"VMBO G - economie";"14";"14";"100";"23";"23";"100";"37";"37";"100";"17";"16";"94.1";"7";"7";"100";"24";"23";"95.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IS";"20IS04";"Stella Maris Coll";"VALKENBURG AAN DE GEUL";"VMBO";"90";"VMBO T - techniek";"8";"8";"100";"<5";"<5";"100";"9";"9";"100";"5";"5";"100";"<5";"<5";"100";"7";"7";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IS";"20IS04";"Stella Maris Coll";"VALKENBURG AAN DE GEUL";"VMBO";"91";"VMBO T - zorg en welzijn";"6";"5";"83.3";"11";"11";"100";"17";"16";"94.1";"<5";"<5";"100";"16";"16";"100";"19";"19";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20IS";"20IS04";"Stella Maris Coll";"VALKENBURG AAN DE GEUL";"VMBO";"92";"VMBO T - economie";"20";"20";"100";"12";"12";"100";"32";"32";"100";"12";"12";"100";"10";"10";"100";"22";"22";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20JX";"20JX00";"OMO Scholengroep Helmond";"HELMOND";"VMBO";"34";"VMBO B - techniek";"19";"19";"100";"<5";"<5";"100";"22";"22";"100";"14";"14";"100";"<5";"<5";"100";"15";"15";"100";"22";"22";"100";"<5";"<5";"100";"26";"26";"100";"13";"12";"92.3";"<5";"<5";"100";"14";"13";"92.9";"20";"20";"100";"0";"0";"0";"20";"20";"100"
"20JX";"20JX00";"OMO Scholengroep Helmond";"HELMOND";"VMBO";"35";"VMBO B - zorg en welzijn";"0";"0";"0";"30";"30";"100";"30";"30";"100";"0";"0";"0";"14";"14";"100";"14";"14";"100";"0";"0";"0";"18";"18";"100";"18";"18";"100";"0";"0";"0";"21";"20";"95.2";"21";"20";"95.2";"<5";"<5";"100";"23";"23";"100";"25";"25";"100"
"20JX";"20JX00";"OMO Scholengroep Helmond";"HELMOND";"VMBO";"36";"VMBO B - economie";"5";"5";"100";"10";"10";"100";"15";"15";"100";"11";"11";"100";"6";"6";"100";"17";"17";"100";"7";"7";"100";"<5";"<5";"100";"11";"11";"100";"8";"8";"100";"<5";"<5";"100";"11";"11";"100";"5";"<5";"80";"9";"8";"88.9";"14";"12";"85.7"
"20JX";"20JX00";"OMO Scholengroep Helmond";"HELMOND";"VMBO";"38";"VMBO K - techniek";"23";"23";"100";"<5";"<5";"100";"24";"24";"100";"18";"17";"94.4";"6";"<5";"66.7";"24";"21";"87.5";"14";"14";"100";"0";"0";"0";"14";"14";"100";"13";"12";"92.3";"<5";"<5";"100";"17";"16";"94.1";"28";"26";"92.9";"7";"7";"100";"35";"33";"94.3"
