BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,pupils_total
06EB00,Basisschool Rehoboth,Groningen,9744CL,Bo,30.3,243.14,0.1149,0.5355,67
06EC00,GBS De Princenhof,Leeuwarden,8931EG,Bo,34.89,164.05,0.13,0.4217,154
06ED00,Basisschool De Wegwijzer,Borsele,4451AK,Bo,16.47,295.62,0.0662,0.5973,90
06EE00,H Faukelius Basisschool,Middelburg,4333EK,Bo,27.62,291.76,0.1059,0.593,185
06EF00,CBS De Meidoorn,Oldebroek,8091JX,Bo,25.32,319.38,0.098,0.6226,199
06EH00,Basisschool De Biekorf,Geertruidenberg,4931BD,Bo,21.78,273.57,0.0856,0.5724,296
06EI00,Chr Basisschool De Brug,Waalwijk,5165CA,Bo,26.11,350.05,0.1008,0.6533,83
06EJ00,Koningsschool,Waalwijk,5146GA,Bo,33.77,350.29,0.1264,0.6535,130
06EK00,Bs Dr R J Damschool,Het Hogeland,9982BC,Bo,22.77,200.86,0.0891,0.4784,115
06EL00,PC Basisschool De Ark,Steenwijkerland,8375BJ,Bo,13.67,267.05,0.0556,0.5647,97
06EM00,Basisschool Eben Haezer,Steenwijkerland,8326BA,Bo,18.62,328.95,0.0742,0.6324,112
06EN00,Basisschool Het Baken,Delfzijl,9934JN,Bo,18.03,183.33,0.072,0.4523,58
06EO00,GBS De Parel,Assen,9408AM,Bo,18.31,339.52,0.073,0.643,164
06EP00,IKC Kornalijn,Meppel,7941HN,Bo,25.33,245.24,0.0981,0.5381,94
06EQ00,Willem van Oranjeschool,Zaltbommel,5306BN,Bo,12.11,326.48,0.0496,0.6299,134
06ES00,Eben Haezerschool,'s-Gravenhage,2582CH,Bo,36.78,640.62,0.136,0.8696,89
06ET00,Eben Haezerschool,Westland,2691ZC,Bo,37.27,382.19,0.1376,0.6832,104
06EU00,Chr BS de Hoeksteen,Kapelle,4424EL,Bo,17.17,264.8,0.0688,0.5621,40
06EY00,Geref BS De Lichtkring,Tynaarlo,9471RM,Bo,44.6,324.57,0.1602,0.628,64
06FA00,Jacobus Koelmanschool,Krimpen aan den IJssel,2925VH,Bo,26.72,349.48,0.1028,0.6527,129
06FB00,De Wegwijzer,West Betuwe,4161AR,Bo,28.43,359.28,0.1087,0.6621,59
06FF00,Basissch De Sleutelbloem,Beverwijk,1947ZB,Bo,14.85,274.43,0.0601,0.5734,179
06FI00,Eben Haezerschool,Rhenen,3912AA,Bo,18.7,322.85,0.0745,0.6262,207
06FJ00,Basissch J van Stolberg,Tholen,4695EN,Bo,21.93,212.19,0.0861,0.4944,78
06FK00,IKC de triviant,Stein,6171HK,Bo,22.51,253.43,0.0882,0.5483,183
06FM00,De Zevensprong,Best,5683LL,Bo,26.0,340.95,0.1004,0.6444,174
06FO00,Basisschool De Rank,Vijfheerenlanden,4132CC,Bo,19.97,359.29,0.0791,0.6621,219
06FR00,Speulderbrink,Ermelo,3852NH,Bo,24.86,459.9,0.0964,0.7481,49
06FT00,RK Basisschool Marcoen,Oosterhout,4849BD,Bo,29.93,410.86,0.1137,0.7083,146
06FU00,Basissch De Kinderarcke,Kaag en Braassem,2465AG,Bo,26.83,440.57,0.1032,0.7329,70
06FV00,RK Bs De Krugerstee,Epe,8172VT,Bo,24.33,287.81,0.0946,0.5886,140
06FW00,De Startbaan,Venlo,5941CP,Bo,23.1,329.22,0.0903,0.6327,228
06FY00,RK Basisschool De Bijenkorf,Gouda,2805EG,Bo,39.75,299.19,0.1453,0.6012,222
06GD00,RK BS Sunte Werfert,Overbetuwe,6661DZ,Bo,23.83,348.0,0.0928,0.6513,112
06GE00,Vrije School De Berkel,Zutphen,7201EV,Bo,35.52,281.62,0.132,0.5816,186
06GH00,RK Bs De Klinkert,Halderberge,4731EB,Bo,32.95,270.24,0.1237,0.5685,202
06GK00,Basisschool De Catamaran,Amsterdam,1055KK,Bo,44.38,386.81,0.1595,0.6874,241
06GL00,Dr Wumkesskoalle,De Fryske Marren,8501BZ,Bo,18.71,239.48,0.0745,0.5308,164
06GN00,KBS Marcus,Utrecht,3563XC,Bo,17.5,279.38,0.07,0.5791,314
06GP00,Basisschool Antonius,Aalsmeer,1433WB,Bo,29.33,413.1,0.1117,0.7102,567
06GR00,Rk Bs De Cramignon,Eijsden-Margraten,6245RE,Bo,27.12,334.62,0.1042,0.6381,146
06GS00,K B S De Plataan,Meppel,7941LC,Bo,18.19,245.24,0.0726,0.5381,72
06GU00,GBS Fontanus,Harderwijk,3844HZ,Bo,27.42,302.9,0.1052,0.6052,130
06GV00,Johannes Calvijnschool,Amersfoort,3817GV,Bo,32.45,445.14,0.1221,0.7365,84
06GW00,Amalia Astroschool,Baarn,3743EE,Bo,36.68,600.1,0.1357,0.8452,217
06HC00,Basisschool Bleijerheide,Kerkrade,6462AH,Bo,19.37,160.86,0.0769,0.4164,160
06HD00,CNS De Groenling,Kampen,8271LB,Bo,19.44,335.29,0.0772,0.6388,219
06HE00,RK Mariaschool,Oude IJsselstreek,7071VG,Bo,22.95,254.48,0.0897,0.5496,187
06HG00,Basisschool Beisterveld,Bergeijk,5571RK,Bo,18.53,383.48,0.0738,0.6844,139
06HI00,Het Spectrum,Hoorn,1628XH,Bo,19.16,283.0,0.0761,0.5832,273
06HJ00,GBS De Schakel,Noardeast-FryslÔn,9101WE,Bo,22.8,229.38,0.0892,0.5177,51
06HK00,Kindcentrum de Mortel,Tilburg,5071AC,Bo,28.4,413.57,0.1086,0.7106,269
06HL00,Basissch De Wentelwiek,"Nuenen, Gerwen en Nederwetten",5672HZ,Bo,18.08,378.52,0.0722,0.6799,154
06HM00,Het Timpaan,Doetinchem,7031AC,Bo,14.6,313.86,0.0592,0.6169,303
06HN00,RK BS De Poorte,Woensdrecht,4634VH,Bo,28.61,338.48,0.1093,0.6419,155
06HO00,Basissch De Akkerwinde,Baarle-Nassau,5111XP,Bo,33.66,354.9,0.126,0.6579,268
06HP00,Basisschool Het Octaaf,Assen,9405HX,Bo,19.63,282.29,0.0778,0.5824,93
06HT00,Basissch Joris De Witte,Oegstgeest,2343BK,Bo,40.4,447.43,0.1474,0.7383,164
06HU00,Bs. St Nicolaas,Meierijstad,5469PT,Bo,27.61,401.38,0.1059,0.7002,66
06HV00,RK Jozefschool,Aalten,7121ET,Bo,24.91,268.48,0.0966,0.5664,106
06HW00,Basisschool St Caecilia,Tilburg,5056KK,Bo,40.41,439.86,0.1474,0.7323,331
06HZ00,C.B.S. De Wingerd,Midden-Drenthe,9421NP,Bo,8.44,249.24,0.0352,0.5431,79
06IA00,De Cocon,Tilburg,5014NK,Bo,14.24,244.33,0.0578,0.537,124
06IC00,SBO De Brigantijn,Someren,5711EJ,Sbo,1.14,340.33,0.0049,0.6438,126
06IC01,SBO De Brigantijn,Deurne,5751VJ,Sbo,0.0,311.87,0.0,0.6148,81
06IE00,Basisschool Zonzeel,Drimmelen,4844BK,Bo,30.18,331.9,0.1146,0.6354,134
06IH00,RK Bs De Meulenrakkers,Woensdrecht,4641CL,Bo,18.7,317.0,0.0745,0.6201,223
06IK00,Basisschool De Spindel,Breda,4854CP,Bo,37.29,515.38,0.1376,0.7891,346
06IL00,Franciscus B,Bloemendaal,2121VE,Bo,44.42,537.9,0.1596,0.8048,157
06IN00,Sint Aegidius-School,Borne,7626LW,Bo,9.45,467.95,0.0392,0.7543,55
06IP00,Basisschool de Vonder,Gennep,6599AK,Bo,31.91,383.22,0.1203,0.6841,45
06IR00,De Torelaar,Reusel-De Mierden,5541VM,Bo,25.65,363.14,0.0992,0.6657,97
06IS00,Basisschool Uniek,Halderberge,4741AZ,Bo,27.3,370.9,0.1048,0.6729,381
06IT00,Kbs De Griffioen,Breda,4841XC,Bo,32.08,437.81,0.1208,0.7306,474
06IU00,Chr Basissch De Librije,Opsterland,8401RE,Bo,19.99,251.57,0.0792,0.546,183
06IW00,W Teellinckschool,Rhenen,3911SK,Bo,18.77,373.48,0.0747,0.6753,131
06IX00,BS de Vink,Voorschoten,2253VX,Bo,22.88,399.95,0.0895,0.6989,156
06IY00,RK Basisschool Veldzijde,Losser,7581VZ,Bo,23.0,289.52,0.0899,0.5905,112
06IZ00,St Willibrordus School,Venlo,5913CZ,Bo,21.39,305.57,0.0842,0.6081,129
06JC00,De Rietslenke,Hellendoorn,7442TL,Bo,20.68,270.1,0.0816,0.5683,231
06JD00,Basisschool De Laak,West Maas en Waal,6659BE,Bo,25.05,349.0,0.0971,0.6522,101
06JE00,Basissch Piet Prins,Stadskanaal,9501AM,Bo,24.09,205.24,0.0937,0.4846,51
06JF00,De Rietkraag Sch v RK BO,Nieuwkoop,2421NK,Bo,17.26,406.29,0.0691,0.7044,227
06JG00,RK Dorpsschool De Bron,Bodegraven-Reeuwijk,2811LP,Bo,34.21,476.29,0.1278,0.7606,135
06JL00,Basissch De Sonnewijzer,Son en Breugel,5691EA,Bo,55.91,446.71,0.1929,0.7378,167
06JN00,RK Basisschool Besoyen,Waalwijk,5141BP,Bo,27.66,310.67,0.106,0.6135,215
06JO00,Basisschool St Theresia,Roermond,6071AL,Bo,35.24,265.57,0.1311,0.563,62
06JP00,Eben Haezerschool,Barneveld,3771CH,Bo,11.23,377.38,0.0462,0.6789,496
06JQ00,RK bs Aventurijn,Moerdijk,4758AM,Bo,18.43,321.24,0.0734,0.6245,117
06JS00,RK BS De Leeuwerik,Sittard-Geleen,6142AD,Bo,28.07,290.48,0.1074,0.5916,176
06JT00,Basissch De Toermalijn,Bernheze,5384ES,Bo,26.67,376.43,0.1027,0.678,352
06JV00,School met de Bijbel,Ede,6733AV,Bo,13.63,429.52,0.0555,0.7239,135
06JW00,Basisschool It Harspit,S·dwest-FryslÔn,8625HE,Bo,24.22,295.71,0.0942,0.5974,65
06JY00,Sint Antonius,Raalte,8106AC,Bo,32.15,375.6,0.1211,0.6772,55
06JZ00,Bs t Mozaiek,Roermond,6045VA,Bo,9.73,224.05,0.0403,0.5106,147
06KA00,Basisschool De Parkiet,'s-Gravenhage,2566XT,Bo,52.83,680.24,0.1842,0.8922,221
06KB00,rkbs De Neerhof,Moerdijk,4762BJ,Bo,27.46,368.24,0.1054,0.6705,167
06KC00,Basisschool De Bongerd,Venray,5802CS,Bo,20.65,242.81,0.0815,0.5351,114
06KD00,Floris Radewijnsz School,Vijfheerenlanden,4143BD,Bo,32.59,330.14,0.1225,0.6336,102
06KE00,IKC Remigius,Duiven,6921BX,Bo,18.01,286.05,0.0719,0.5866,268
06KF00,Basisschool Het Baken,Nijkerk,3861CL,Bo,31.28,368.86,0.1182,0.671,126
06KG00,Op de Heuvel,Berg en Dal,6561VX,Bo,20.65,303.19,0.0815,0.6055,71
06KH00,BS De Bolster,Beekdaelen,6361XG,Bo,25.6,246.29,0.099,0.5394,232
06KK00,Daltonschool Willibrordus,Berkelland,7261NL,Bo,29.76,370.24,0.1131,0.6723,107
06KL00,Chr bo de Fugelsang,Waadhoeke,9041EG,Bo,21.43,221.9,0.0843,0.5077,127
06KM00,Dr C Steenblok School,Veenendaal,3901SM,Bo,20.86,248.76,0.0823,0.5425,215
06KN00,Eben Haezer Basisschool,Hoeksche Waard,3262JS,Bo,16.13,316.9,0.065,0.62,286
06KO00,De Wegwijzer Basisschool,Vijfheerenlanden,4133DK,Bo,23.2,350.24,0.0906,0.6534,186
06KO02,Basisschool De Regenboog,Vijfheerenlanden,4121EL,Bo,27.76,438.62,0.1064,0.7313,36
06KQ00,Ds. Abraham Hellenbroek,Zwijndrecht,3332RN,Bo,34.87,281.95,0.1299,0.582,149
06KS00,PC Basisschool De Meene,Bronckhorst,7021DL,Bo,25.92,350.29,0.1001,0.6535,108
06KT00,Basisschool St Medardus,Maasgouw,6019EC,Bo,18.85,265.0,0.075,0.5623,72
06KU00,De Lichtwijzer,Oegstgeest,2341BK,Bo,36.2,569.24,0.1342,0.8256,132
06KV00,Basisschool Mgr Zwijsen,Maasdriel,5331XL,Bo,29.55,344.81,0.1124,0.6482,435
06KW00,Het Anker Jenaplanschool,Emmen,7827DD,Bo,41.22,244.71,0.1499,0.5375,184
06KY00,Basissch Den Krommenhoek,'s-Hertogenbosch,5243WC,Bo,15.94,410.24,0.0642,0.7078,62
06LA00,Stadhouder Willem 3 Bs,Ede,6712BZ,Bo,22.63,336.43,0.0886,0.6399,300
06LB00,Basisschool De Violier,Peel en Maas,5993BT,Bo,19.47,328.05,0.0773,0.6315,401
06LC00,BS De Vlinder,Geldrop-Mierlo,5666RL,Bo,11.57,318.71,0.0475,0.6219,127
06LD00,Basisschool De Vlaswiek,Terneuzen,4576BL,Bo,20.21,264.48,0.0799,0.5617,72
06LF00,Basisschool De Schelp,Medemblik,1693GV,Bo,28.94,341.52,0.1104,0.645,194
06LG00,Prins W Alexander-School,Ermelo,3851ZV,Bo,30.82,381.95,0.1167,0.683,66
06LH00,RK BS H Gerardus,Westerwolde,9561PE,Bo,7.75,213.27,0.0324,0.4959,44
06LI00,Jan Bunnik Basisschool,Lopik,3411WN,Bo,21.74,383.14,0.0854,0.6841,158
06LJ00,Sch md Bijbel De Schakel,Molenlanden,2957KE,Bo,18.31,289.19,0.073,0.5902,217
06LL00,KBs Paulus,De Ronde Venen,1391CZ,Bo,59.66,639.86,0.2032,0.8691,166
06LM00,Basisschool De Biezen,Amersfoort,3828JN,Bo,21.65,430.19,0.0851,0.7244,143
06LO00,Basissch Maria Goretti,Echt-Susteren,6111AH,Bo,21.39,307.67,0.0842,0.6103,60
06LP00,Nutsbasissch Voorschoten,Voorschoten,2252LC,Bo,55.87,490.0,0.1928,0.7709,185
06LQ00,Basisschool De Klepper,Bergeijk,5575BG,Bo,24.28,372.95,0.0944,0.6748,154
06LR00,Basisschool De Schakel,Dronten,8251LD,Bo,25.45,279.0,0.0985,0.5786,74
06LT00,Bs. de Ark,Meierijstad,5463NR,Bo,14.85,308.0,0.0601,0.6107,172
06LU00,Basisschool Pius X,Leidschendam-Voorburg,2275EE,Bo,53.36,509.9,0.1857,0.7853,238
06LV00,Basisschool De Marke,Aa en Hunze,9461KM,Bo,12.57,304.42,0.0514,0.6068,42
06LW00,De Uilenhorst,Oldebroek,8091WD,Bo,24.26,319.38,0.0943,0.6226,87
06LX00,Sint Liduina-School,Enschede,7524CS,Bo,28.25,479.14,0.1081,0.7628,131
06LY00,K.C. de Kiezel,Best,5682AC,Bo,28.4,384.1,0.1086,0.6849,373
06LZ00,rkbs De Rietvest,Moerdijk,4791AM,Bo,16.49,283.05,0.0663,0.5833,111
06MA00,De Vuurvlinder,Veenendaal,3905RS,Bo,23.79,302.29,0.0927,0.6045,215
06MC00,Basisschool Munstergeleen,Sittard-Geleen,6151GM,Bo,17.26,276.48,0.0691,0.5757,175
06MD00,BAVO-School,Koggenland,1645PN,Bo,24.2,339.29,0.0941,0.6427,137
06ME00,Basissch De Zonnebloem,Deurne,5757BB,Bo,14.12,369.57,0.0574,0.6717,180
06MF00,Kath BS De Vlier,Helmond,5704LD,Bo,10.73,273.1,0.0443,0.5718,202
06MH00,Basisschool De Beekgraaf,Bernheze,5388CV,Bo,29.25,388.76,0.1114,0.6891,189
06MI00,Bs De Vijfmaster,Meierijstad,5463ET,Bo,13.67,308.0,0.0557,0.6107,133
06MJ00,RK Bs Paulo Freire,Oosterhout,4901AW,Bo,21.36,295.05,0.0841,0.5966,101
06MM00,Basisschool Weisterbeek,Horst aan de Maas,5961EH,Bo,15.93,296.86,0.0642,0.5986,274
06MQ00,Vuurvogel,Zoetermeer,2716GV,Bo,36.15,279.95,0.134,0.5797,134
06MS00,Basisschool op de Top,Vaals,6294AT,Bo,15.55,280.0,0.0628,0.5798,83
06MU00,Prof. Titus Brandsma,Hoogeveen,7901BS,Bo,19.67,213.67,0.078,0.4965,137
06MV00,Rosa-School,'s-Gravenhage,2573BA,Bo,13.78,216.24,0.0561,0.5,180
06MW00,Basisschool De Regenboog,Midden-Groningen,9602KZ,Bo,14.38,154.43,0.0584,0.4056,103
06MY00,Basisschool De Rank,Emmen,7822CC,Bo,22.11,265.0,0.0868,0.5623,96
06NB00,Het Mozaiek,Groningen,9753EL,Bo,35.99,322.76,0.1335,0.6261,66
06NC00,Sint Aloysius-School,Tubbergen,7678VV,Bo,26.0,371.24,0.1004,0.6732,249
06NE00,Basisschool Pancratius,Brummen,6971BL,Bo,39.72,315.19,0.1453,0.6182,130
06NG00,Du Marchie v Voorthuysen,Urk,8321RJ,Bo,20.29,287.81,0.0802,0.5886,132
06NH00,cbs De Citer,Appingedam,9903ET,Bo,28.16,257.33,0.1078,0.5531,127
06NI00,Pc Bso De Adelaar,Weststellingwerf,8471BG,Bo,24.18,222.0,0.0941,0.5079,80
06NJ00,GBS Het Christal,Leusden,3831JA,Bo,34.99,386.62,0.1303,0.6872,112
06NL00,Basisschool Heeckeren,Hof van Twente,7471BC,Bo,21.86,255.57,0.0859,0.5509,193
06NM00,Basisschool Taal & Lent,Venlo,5915CG,Bo,0.93,252.0,0.004,0.5465,22
06NN00,Julianaschool,Gooise Meren,1401CL,Bo,49.07,626.71,0.1734,0.8614,478
06NO00,Nieuwe Park Rozenburgsch,Rotterdam,3062JE,Bo,56.14,604.95,0.1935,0.8482,505
06NR00,Johannes Bogermanschool,Twenterand,7671CA,Bo,17.48,298.52,0.0699,0.6005,124
06NS00,Basisschool De Wegwijzer,Heerlen,6412EN,Bo,16.48,164.05,0.0662,0.4217,140
06NU00,Basissch Bij de Boarne,Smallingerland,9212PS,Bo,31.05,311.67,0.1174,0.6145,79
06NX00,Dominee Koelmanschool,Gorinchem,4204TR,Bo,18.76,183.71,0.0747,0.4529,195
06NY00,Basisschool Het Kompas,West Betuwe,4214DA,Bo,21.51,331.43,0.0846,0.6349,108
06NZ00,Gomarusschool,Leiderdorp,2352EP,Bo,33.86,333.76,0.1267,0.6373,45
06OA00,Basisschool De Overhaal,Koggenland,1633HE,Bo,24.12,290.0,0.0938,0.5911,29
06OD00,RK BS Schuttevaer,Reimerswaal,4417CD,Bo,10.37,208.57,0.0428,0.4894,71
06OF00,Basisschool Sint Trudo,Helmond,5708GL,Bo,39.98,437.95,0.1461,0.7307,174
06OH00,Basisschool Matthias,Sint Anthonis,5841AM,Bo,27.09,365.52,0.1041,0.6679,78
06OJ00,RK Basisschool de Maaskopkes,Maastricht,6223BD,Bo,17.51,265.52,0.0701,0.5629,74
06OK00,Basisschool De Wegwijzer,Beuningen,6645BR,Bo,24.84,361.52,0.0964,0.6642,96
06OM00,De Wingerd,Hoorn,1689GN,Bo,16.09,313.29,0.0648,0.6163,289
06OP00,Basisschool Pius X,Lansingerland,2661KZ,Bo,27.68,438.95,0.1061,0.7316,269
06OQ00,Basisschool Sint Jozef,Wassenaar,2241KR,Bo,31.48,420.43,0.1189,0.7164,178
06OR00,RK Basisschool De Bottel,Horst aan de Maas,5973PN,Bo,24.55,313.57,0.0954,0.6166,76
06OS00,Basisschool Eben Haezer,Alphen aan den Rijn,2771HT,Bo,32.57,332.38,0.1225,0.6359,170
06OT00,De Wonderwijzer,Hardinxveld-Giessendam,3371JG,Bo,34.59,307.9,0.129,0.6106,87
06OU00,De Ridderslag,Gouda,2805BC,Bo,28.34,299.19,0.1084,0.6012,156
06OW00,Basissch Het Fundament,Altena,4265HS,Bo,29.98,348.48,0.1139,0.6517,123
06OY00,KBS St. Dominicus,Utrecht,3533GH,Bo,51.32,483.52,0.1799,0.7661,488
06OZ00,Rudolf Steinerschool,Breda,4816AD,Bo,42.28,263.62,0.1531,0.5606,169
06PB00,Bontenest,Stichtse Vecht,3607KN,Bo,24.43,351.0,0.0949,0.6542,113
06PC00,Torenpleinschool,Utrecht,3451AA,Bo,39.45,527.52,0.1444,0.7976,220
06PD00,BS De Krommen Hoek,Son en Breugel,5694EA,Bo,31.79,309.0,0.1199,0.6117,62
06PE00,Pastoor Dr Delteykschool,Bunnik,3985LK,Bo,30.4,469.1,0.1153,0.7552,148
06PF00,Basisschool Op de Horst,Berg en Dal,6562LR,Bo,16.07,304.57,0.0647,0.607,132
06PG00,Basissch It Klimmerbled,De Fryske Marren,8521PD,Bo,21.31,270.67,0.0839,0.569,145
06PH00,Oec Basisschool De Ark,Diemen,1112DM,Bo,21.53,357.67,0.0847,0.6605,289
06PI00,Meester v d Brugschool,S·dwest-FryslÔn,8551NL,Bo,15.73,261.6,0.0635,0.5582,42
06PL00,PC BS De Meent,Nieuwkoop,3652LG,Bo,32.79,478.68,0.1231,0.7624,34
06PM00,BO op Geref Grondslag,Zaltbommel,5311CJ,Bo,23.2,362.86,0.0906,0.6654,194
06PN00,Basissch De Kraanvogel,Bronckhorst,7251LT,Bo,18.28,387.76,0.0729,0.6882,82
06PO00,Toermalijn,Meppel,7941JC,Bo,40.12,245.24,0.1465,0.5381,140
06PP00,Oecumenische Basisschool,Brummen,6971VD,Bo,26.64,315.19,0.1026,0.6182,129
06PQ00,SWS De Klimboom,Westerkwartier,9362RA,Bo,28.33,322.62,0.1083,0.6259,56
06PR00,Eben Haezerschool,Oldebroek,8096VN,Bo,15.17,344.76,0.0614,0.6481,211
06PS00,Basisschool De Wegwijzer,De Wolden,7927PJ,Bo,20.24,331.33,0.0801,0.6348,88
06PT00,St Aloysiussch,Dinkelland,7595AM,Bo,30.37,359.1,0.1152,0.6619,138
06PV00,Michaelschool,Leeuwarden,8932DG,Bo,22.88,178.33,0.0895,0.4446,122
06PZ00,b.s. de Twirre,Tytsjerksteradiel,9261ZH,Bo,14.34,283.05,0.0582,0.5833,115
06QB00,St Ludgerussch,S·dwest-FryslÔn,8711GP,Bo,15.35,261.29,0.062,0.5579,90
06QC00,Gabrielschool Jenaplan,Putten,3881CC,Bo,22.99,468.67,0.0899,0.7549,208
06QE00,Kindcentrum Meester Snel,Losser,7581GE,Bo,20.54,289.52,0.0811,0.5905,99
06QF00,Brede School St. Martinus,Zevenaar,6905AR,Bo,17.34,398.48,0.0694,0.6976,131
06QH00,RK Basisschool De Banier,Emmen,7894CL,Bo,9.27,204.14,0.0385,0.4831,132
06QI00,Sint Jozefschool,Raalte,8112AD,Bo,46.36,339.81,0.1654,0.6433,52
06QJ00,SWS De Diamant,Smallingerland,9216WE,Bo,24.62,310.81,0.0956,0.6136,110
06QK00,Daltonschool Sint Jozef,De Fryske Marren,8531KM,Bo,22.76,251.9,0.0891,0.5464,159
06QM00,Basisschool De Wizebeam,Waadhoeke,9047KG,Bo,16.22,206.76,0.0653,0.4868,78
06QN00,De Klimbeam,S·dwest-FryslÔn,8723AG,Bo,14.06,270.95,0.0571,0.5693,170
06QO00,Basisschool De Ikker,Noardeast-FryslÔn,9171LM,Bo,17.38,228.0,0.0696,0.5159,49
06QP00,Chr Basissch De Finne,Tytsjerksteradiel,9258CM,Bo,15.09,284.14,0.061,0.5845,72
06QQ00,St Franciscussch,Emmen,7765AG,Bo,21.49,238.95,0.0845,0.5301,85
06QR00,Basisschool St Cyriacus,Dalfsen,7722LR,Bo,19.72,436.0,0.0782,0.7292,80
06QS00,Basisschool De Bongerd,Olst-Wijhe,8131SW,Bo,25.55,286.0,0.0988,0.5866,41
06QT00,CBS De Bron,Westerkwartier,9363BC,Bo,21.58,287.33,0.0848,0.5881,186
06QV00,CBS Rehoboth,Westerkwartier,9821TS,Bo,28.05,300.52,0.1074,0.6026,120
06QY00,Basisschool Parcival,Amstelveen,1185NK,Bo,49.2,420.24,0.1738,0.7162,152
06QZ00,Westfriese Vrije School,Hoorn,1628DJ,Bo,25.74,283.0,0.0995,0.5832,133
06RA00,Basissch Oranje Nassau,Alphen aan den Rijn,2471AW,Bo,28.79,348.52,0.1099,0.6518,78
06RD00,Vrije School Zaanstreek,Zaanstad,1503AR,Bo,37.83,290.71,0.1394,0.5919,140
06RE00,De Vrije School Widar,Delft,2613XB,Bo,35.72,342.38,0.1327,0.6458,206
06RF00,Parcivalschool,Arnhem,6832HG,Bo,24.07,210.1,0.0937,0.4915,183
06RG00,De Stroeten,Emmen,7812BA,Bo,32.08,195.57,0.1208,0.4707,73
06RL00,Christelijke Basisschool,Hardenberg,7695TJ,Bo,13.66,321.1,0.0556,0.6244,74
06RM00,Vrije School Almere,Almere,1312JZ,Bo,35.26,338.9,0.1312,0.6424,282
06RN00,Basisschool De Terp,Weesp,1383EA,Bo,26.4,358.0,0.1017,0.6609,77
06RP00,Basisschool St Stephanus,Almelo,7627PL,Bo,27.38,405.0,0.1051,0.7033,157
06RQ00,RK Basisschool De Kabas,Waadhoeke,8801VW,Bo,32.05,200.62,0.1207,0.478,184
06RR00,t Blokhuus,Nijkerk,3871EM,Bo,31.87,437.0,0.1202,0.73,205
06RS00,Prot Chr Basisschool,Hoogeveen,7918AX,Bo,20.53,271.57,0.0811,0.57,66
06RT00,Notter School M D Bijbel,Wierden,7467PD,Bo,22.61,499.43,0.0885,0.7777,85
06RU00,Basisschool De Helmstok,Lelystad,8226GS,Bo,32.24,278.14,0.1214,0.5777,147
06RV00,SSBO Dr J C Logemann,Rotterdam,3025AS,Sbo,0.0,232.33,0.0,0.5216,47
06RW00,De Bakelaar,Gemert-Bakel,5761BV,Bo,20.2,376.57,0.0799,0.6781,233
06RX00,Sint Martinusschool,Oude IJsselstreek,7078AV,Bo,20.27,352.9,0.0801,0.656,72
06RY00,Chr Basisschool De Vliet,Hoeksche Waard,3286XC,Bo,37.46,323.19,0.1382,0.6265,63
06RZ00,Chr Basisschool De Ark,Hellendoorn,7688RK,Bo,19.83,374.52,0.0786,0.6763,102
06SB00,RK Basisschool Kadoes,Tubbergen,7665DG,Bo,25.13,380.52,0.0974,0.6817,221
06SC00,Kardinaal de Jongschool,Ameland,9163KG,Bo,22.73,314.67,0.089,0.6177,128
06SE00,Basisschool De Poort,Groningen,9791JB,Bo,18.68,239.14,0.0744,0.5304,82
06SF00,Gerardus Majellaschool,Emmen,7766AE,Bo,25.38,254.67,0.0982,0.5498,80
06SG00,SWS De Frissel,Smallingerland,9222NJ,Bo,30.51,324.38,0.1156,0.6278,78
06SI00,Basisschool St Theresia,Emmen,7884PJ,Bo,15.65,203.76,0.0632,0.4825,97
06SJ00,Augustinusschool,Papendrecht,3354BN,Bo,29.08,281.67,0.1109,0.5817,113
06SK00,De Leeuwerik,Borsele,4456AL,Bo,21.29,268.57,0.0838,0.5665,90
06SL00,Basissch De Verrekijker,Beekdaelen,6436AZ,Bo,30.1,260.29,0.1143,0.5566,167
06SM00,Fredericusschool,Weststellingwerf,8395TN,Bo,16.6,301.81,0.0667,0.604,74
06SN00,Basisschool De Tarissing,Dantumadiel,9105KG,Bo,21.45,267.95,0.0844,0.5658,93
06SO00,Kath BS St Willibrordus,Hoeksche Waard,3262HG,Bo,42.55,316.9,0.154,0.62,163
06SQ00,Sint Willibrordusschool,Pekela,9665HS,Bo,9.45,166.57,0.0392,0.4258,114
06ST00,CBS De Noordster,Waadhoeke,9072AK,Bo,35.19,195.89,0.1309,0.4711,12
06SW00,Sint Victorschool,Druten,6654BL,Bo,28.94,358.86,0.1104,0.6617,96
06SY00,Basisschool De Zeveneik,Beekdaelen,6456AG,Bo,20.34,302.0,0.0804,0.6042,56
06SZ00,Basisschool Eben Haezer,Woerden,3471GR,Bo,22.85,408.52,0.0894,0.7063,89
06TA00,'t Kompas,De Bilt,3615AG,Bo,35.26,588.76,0.1312,0.8381,84
06TC00,Chr Basisschool De Wel,Dantumadiel,9108MC,Bo,24.85,278.05,0.0964,0.5775,85
06TD00,Basisschool De Bonte Mol,Alkmaar,1636XC,Bo,25.79,333.38,0.0996,0.6369,83
06TF00,Basisschool Den Opstap,Reusel-De Mierden,5094GA,Bo,20.79,406.19,0.082,0.7043,100
06TH00,Basisschool St Lidwina,Medemblik,1685PD,Bo,23.04,396.9,0.09,0.6963,45
