BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,candidates_total
20MA00,SGM het Segbroekcollege,'S-GRAVENHAGE,2565 BT,HAVO/VWO,24.05,40.12,0.0936,0.1465,1360
20MA01,SGM het Segbroekcollege,'S-GRAVENHAGE,2565 CR,VMBO,0.0,16.64,0.0,0.0669,810
20MD00,Maerlant Lyceum,'S-GRAVENHAGE,2596 ED,HAVO/VWO,62.89,49.59,0.2119,0.1749,900
20MF00,Dalton Den Haag,'S-GRAVENHAGE,2555 GA,HAVO/VWO,49.03,43.52,0.1733,0.1569,877
20MH00,Jac P Thijsse College,CASTRICUM,1902 GT,HAVO/VWO,31.14,28.01,0.1177,0.1072,1992
20MJ00,Johan de Witt Scholengroep,'S-GRAVENHAGE,2512 TP,HAVO/VWO,7.71,10.73,0.0322,0.0443,937
20MJ02,Maris Belgisch Park,'S-GRAVENHAGE,2587 AC,HAVO/VWO,37.98,46.11,0.1398,0.1647,788
20MJ04,Johan de Witt Scholengroep,'S-GRAVENHAGE,2523 AB,VMBO,0.0,41.67,0.0,0.1513,12
20MJ05,Johan de Witt Scholengroep,'S-GRAVENHAGE,2526 KB,VMBO,0.0,31.71,0.0,0.1196,577
20MJ13,Johan de Witt Scholengroep,'S-GRAVENHAGE,2582 TR,VMBO,0.0,100.0,0.0,0.301,91
20MM00,Zuid-West College,'S-GRAVENHAGE,2542 JR,VMBO,0.0,0.0,0.0,0.0,557
20MM01,Wateringse Veld College,'S-GRAVENHAGE,2548 HT,HAVO/VWO,24.23,28.34,0.0942,0.1084,784
20MM06,Roemer Visscher College,'S-GRAVENHAGE,2533 VG,VMBO,0.0,32.58,0.0,0.1225,467
20QU00,Gymnasium Apeldoorn,APELDOORN,7316 BN,HAVO/VWO,87.86,52.68,0.2738,0.1838,475
20QY00,Stedelijk Gymnasium,HAARLEM,2011 TR,HAVO/VWO,95.0,58.2,0.29,0.1992,635
20RC00,SGM Schoter,HAARLEM,2024 CN,HAVO/VWO,18.88,28.54,0.0751,0.109,1383
20RF00,Coornhertlyc Gem SGM,HAARLEM,2012 WT,HAVO/VWO,26.16,25.63,0.1009,0.0991,1698
20RM00,Stedelijk Gymnasium Arnhem,ARNHEM,6828 TS,HAVO/VWO,86.21,54.48,0.27,0.1889,717
20ST00,Sint-Janslyceum,'S-HERTOGENBOSCH,5216 EG,HAVO/VWO,26.77,22.77,0.103,0.0891,1791
20SY00,Jeroen Bosch College,'S-HERTOGENBOSCH,,HAVO/VWO,27.11,33.32,0.1042,0.1249,581
20TZ00,Lorentz Lyceum,ARNHEM,6843 HX,HAVO/VWO,42.1,41.22,0.1526,0.1499,649
20TZ04,Het Westeraam,OVERBETUWE,6661 TZ,VMBO,0.0,0.0,0.0,0.0,543
20TZ07,Maarten van Rossem,ARNHEM,6835 HZ,VMBO,0.0,25.97,0.0,0.1003,429
20TZ11,Lyceum Elst,OVERBETUWE,6661 TZ,HAVO/VWO,8.26,10.47,0.0345,0.0433,722
20TZ14,Lyceum Elst Nijverheidsweg,OVERBETUWE,6662 NG,HAVO/VWO,24.89,40.74,0.0965,0.1484,234
20WI00,Maaslandcollege,OSS,5342 AJ,HAVO/VWO,25.86,25.17,0.0999,0.0975,1482
20ZK00,Tongerlo,ROOSENDAAL,4707 ZH,VMBO,0.0,31.7,0.0,0.1196,634
20ZK02,Gertrudis,ROOSENDAAL,4701 LN,HAVO/VWO,2.14,1.36,0.0092,0.0059,537
20ZK04,Norbertus,ROOSENDAAL,4702 XG,HAVO/VWO,40.3,38.5,0.1471,0.1415,1435
21AB00,Barlaeus Gymnasium,AMSTERDAM,1017 RV,HAVO/VWO,95.63,42.49,0.2914,0.1538,598
21AF00,Vossius Gymnasium,AMSTERDAM,1077 WS,HAVO/VWO,93.72,53.82,0.2872,0.187,644
21AS00,VOvA (1),AMSTERDAM,1022 AM,HAVO/VWO,0.0,32.13,0.0,0.121,341
21AS03,"loc, Bredero Beroepscollege",AMSTERDAM,1022 AM,VMBO,0.0,28.24,0.0,0.108,180
21AS07,"loc, Bredero Mavo",AMSTERDAM,1022 LD,HAVO/VWO,0.0,8.04,0.0,0.0336,573
21AS08,"loc, Hyperion Lyceum",AMSTERDAM,1031 KV,HAVO/VWO,88.11,48.95,0.2744,0.173,649
21AS09,"Loc, Vox College",AMSTERDAM,1022 AM,HAVO/VWO,9.11,14.73,0.0379,0.0597,137
21BH00,SGM Dalton Spinozalyceum,AMSTERDAM,1076 BH,HAVO/VWO,38.44,28.36,0.1413,0.1084,1141
21BH02,Spinoza20First,AMSTERDAM,1096 AN,HAVO/VWO,17.17,16.52,0.0688,0.0664,394
21CS01,CITAVERDE College,HORST AAN DE MAAS,,VMBO,0.0,0.0,0.0,0.0,206
21CS02,CITAVERDE College,ROERMOND,,VMBO,0.0,0.58,0.0,0.0025,230
21CS03,CITAVERDE College,HEERLEN,,VMBO,0.0,0.0,0.0,0.0,277
21CS05,CITAVERDE College,NEDERWEERT,,VMBO,0.0,18.56,0.0,0.0739,112
21CY03,Curio Prinsentuin Oudenbosch,HALDERBERGE,4731 GV,VMBO,0.0,0.0,0.0,0.0,590
21CY05,Curio Prinsentuin Andel,ALTENA,4281 NX,VMBO,0.0,0.0,0.0,0.0,711
21ET00,ZAAM Zuid,AMSTERDAM,1077 DT,HAVO/VWO,39.45,38.28,0.1444,0.1408,717
21ET02,Sweelinck College,AMSTERDAM,1071 BJ,HAVO/VWO,0.0,0.0,0.0,0.0,400
21ET04,Huygens College,AMSTERDAM,1054 NN,VMBO,0.0,16.72,0.0,0.0671,481
21ET07,Zuiderlicht College,AMSTERDAM,1072 HK,VMBO,0.0,0.0,0.0,0.0,527
21ET08,De Apollo,AMSTERDAM,1081 BZ,HAVO/VWO,0.0,13.65,0.0,0.0556,280
21ET12,Vinse School,AMSTERDAM,1013 EX,HAVO/VWO,25.35,24.12,0.0981,0.0938,341
21EX00,Theresialyceum,TILBURG,5037 DA,HAVO/VWO,42.13,50.01,0.1527,0.1761,1236
21FF00,Ir. Lely Lyceum,AMSTERDAM,1106 AW,HAVO/VWO,8.32,13.27,0.0347,0.0541,724
21FV00,Sint Odulphuslyceum,TILBURG,5038 GC,HAVO/VWO,87.35,53.08,0.2727,0.1849,1022
21FV01,Sint Odulphuslyceum,TILBURG,5038 GG,HAVO/VWO,0.0,37.64,0.0,0.1387,357
21GD00,Calandlyceum,AMSTERDAM,1068 NT,HAVO/VWO,18.13,24.11,0.0724,0.0938,1926
21GD01,"locatie, Lumion",AMSTERDAM,1062 HM,HAVO/VWO,11.71,19.33,0.0481,0.0767,1036
21GD02,De Toekomst,OUDER-AMSTEL,1114 BD,HAVO/VWO,26.85,30.87,0.1033,0.1168,98
21GU00,Edith Stein College,'S-GRAVENHAGE,2514 HP,HAVO/VWO,14.65,26.01,0.0594,0.1004,800
21GU04,Corbulo College,LEIDSCHENDAM-VOORBURG,2273 CB,VMBO,0.0,100.0,0.0,0.301,308
21GU06,Diamant College,'S-GRAVENHAGE,2592 GD,VMBO,0.0,0.0,0.0,0.0,456
21GU07,Montaigne Lyceum,'S-GRAVENHAGE,2496 RP,HAVO/VWO,29.98,36.57,0.1139,0.1353,1128
21GU08,College St. Paul,'S-GRAVENHAGE,2591 SG,VMBO,0.0,0.0,0.0,0.0,277
21GV00,Scholengemeenschap Were Di,VALKENSWAARD,5553 CC,HAVO/VWO,11.86,16.3,0.0487,0.0656,2659
21GW00,Bonaventuracollege,LEIDEN,2313 HV,HAVO/VWO,35.37,28.73,0.1315,0.1097,1060
21GW02,Bonaventuracollege,LEIDEN,2334 CZ,HAVO/VWO,55.23,45.25,0.191,0.1621,908
21GW03,Bonaventuracollege,LEIDEN,2334 EA,VMBO,0.0,22.54,0.0,0.0883,385
21GW08,Bonaventura College,LEIDEN,2313 EV,VMBO,0.0,25.0,0.0,0.0969,26
21GZ00,Kwadrant Scholengroep,DONGEN,5103 BB,HAVO/VWO,13.7,16.02,0.0558,0.0646,1334
21GZ06,locatie Hanze College,OOSTERHOUT,4902 AK,VMBO,0.0,46.93,0.0,0.1671,470
21HC00,ISW,WESTLAND,2672 LD,HAVO/VWO,23.77,24.86,0.0926,0.0964,1812
21HC01,ISW Westland Vakcollege,WESTLAND,2671 DG,VMBO,0.0,41.93,0.0,0.1521,732
21HC03,ISW Gasthuislaan,WESTLAND,2694 BE,HAVO/VWO,32.11,34.57,0.1209,0.1289,873
21HC04,ISW Irenestraat,WESTLAND,2685 CA,VMBO,0.0,14.12,0.0,0.0573,433
21HC12,ISW Sweelincklaan,WESTLAND,2692 BA,VMBO,0.0,8.55,0.0,0.0356,574
21SK00,Mondial College,NIJMEGEN,6546 TD,HAVO/VWO,18.99,25.5,0.0755,0.0986,1016
21SK01,Mondial College,NIJMEGEN,6546 DZ,VMBO,0.0,34.56,0.0,0.1289,577
21WE00,Kaj Munk College,HAARLEMMERMEER,2131 RV,HAVO/VWO,24.84,41.33,0.0964,0.1502,1501
21WE02,Kaj Munk College,HAARLEMMERMEER,2131 RV,VMBO,0.0,24.28,0.0,0.0944,234
22NE00,College De Heemlanden,HOUTEN,3995 DE,HAVO/VWO,41.31,43.85,0.1502,0.1579,1322
23AP00,MY college,NISSEWAARD,3201 KZ,VMBO,0.0,1.4,0.0,0.006,467
23FY00,Bossche Vakschool,'S-HERTOGENBOSCH,5232 JL,VMBO,0.0,40.56,0.0,0.1479,637
23GF00,Stg Cheider VO,AMSTERDAM,1082 BV,HAVO/VWO,39.11,28.44,0.1434,0.1087,36
23HC00,Lingecollege,TIEL,4006 EB,VMBO,0.0,24.82,0.0,0.0963,476
23HC01,Lingecollege Lyceum,TIEL,4001 DN,HAVO/VWO,34.38,43.34,0.1283,0.1564,1154
23HC04,Lingecollege Mavo,TIEL,4006 EV,VMBO,0.0,13.38,0.0,0.0545,581
23JA01,Grafisch Lyceum R'dam,ROTTERDAM,3024 EA,VMBO,0.0,100.0,0.0,0.301,575
23KU00,Northgo College,NOORDWIJK,2203 HM,HAVO/VWO,24.65,29.98,0.0957,0.1139,944
23VD00,Broeckland College,STICHTSE VECHT,3621 CV,VMBO,0.0,32.92,0.0,0.1236,634
23VL00,SGM Pieter Zandt,KAMPEN,8265 PA,HAVO/VWO,12.17,15.8,0.0499,0.0637,2281
23VL01,SGM Pieter Zandt,STAPHORST,7951 SK,VMBO,0.0,0.0,0.0,0.0,225
23VL02,SGM Pieter Zandt,URK,8322 BA,VMBO,0.0,0.0,0.0,0.0,335
23WU00,Chr SGM Eekeringe,STEENWIJKERLAND,8331 ED,VMBO,0.0,14.17,0.0,0.0575,626
23YU00,Nova College,ROTTERDAM,3079 NH,VMBO,0.0,0.0,0.0,0.0,260
23YU01,NC- loc. VC Zuidrand,ROTTERDAM,3085 EA,VMBO,0.0,0.0,0.0,0.0,200
23YU02,NC- locatie Montfort College,ROTTERDAM,3083 AN,HAVO/VWO,8.3,14.33,0.0346,0.0582,624
23YU04,NC - loc. Charles de Foucauld,NISSEWAARD,,VMBO,0.0,9.47,0.0,0.0393,95
23YU08,NC - locatie Palmentuin,ROTTERDAM,3078 KJ,VMBO,0.0,0.0,0.0,0.0,214
24PY00,Stedelijk Dalton Lyceum,DORDRECHT,3318 AN,HAVO/VWO,84.65,52.96,0.2664,0.1846,525
24PY02,Stedelijk Dalton Lyceum,DORDRECHT,3312 KW,VMBO,0.0,23.96,0.0,0.0933,443
24PY05,Stedelijk Dalton Lyceum,DORDRECHT,3318 EC,HAVO/VWO,0.0,16.59,0.0,0.0667,982
24RW00,O V C,ALMERE,1333 VD,HAVO/VWO,34.02,35.43,0.1272,0.1317,1291
24RW03,O V C locatie Buitenhout,ALMERE,1335 JV,VMBO,0.0,1.94,0.0,0.0083,1139
24RW04,Montessori Campus 0-18 (VO),ALMERE,1341 HZ,HAVO/VWO,13.53,20.91,0.0551,0.0824,561
24RW05,Montessori Lyceum Flevoland,ALMERE,,VMBO,0.0,0.0,0.0,0.0,4
24TF00,Staring College,LOCHEM,7241 SE,HAVO/VWO,23.44,27.47,0.0914,0.1054,1539
24TF01,Staring College,BERKELLAND,7271 JK,VMBO,0.0,22.98,0.0,0.0898,143
24TF02,Staring College,BERKELLAND,7271 BV,VMBO,0.0,29.09,0.0,0.1109,286
24TG00,Gooise Scholen Federatie Weesp,AMSTERDAM,1382 CD,HAVO/VWO,31.12,30.62,0.1177,0.116,1368
24TG04,Casparus College,AMSTERDAM,1381 NE,VMBO,0.0,34.9,0.0,0.13,304
24TJ00,Trajectum College,UTRECHT,3561 KW,VMBO,0.0,2.52,0.0,0.0108,756
24TP00,Merewade College,GORINCHEM,4207 EA,HAVO/VWO,16.22,19.98,0.0653,0.0791,1184
24TP02,Merewade College,GORINCHEM,4206 AK,VMBO,0.0,33.83,0.0,0.1266,506
24TR00,NUOVO scholengroep,UTRECHT,3544 DA,HAVO/VWO,40.7,41.98,0.1483,0.1522,1328
24TR03,X 11 media en vormgeving,UTRECHT,3527 XL,HAVO/VWO,0.0,4.04,0.0,0.0172,1039
24TR05,VOLT! Toekomstmakers,UTRECHT,3451 HB,VMBO,0.0,13.93,0.0,0.0566,658
24TR10,ACADEMIE TIEN,UTRECHT,3541 CM,HAVO/VWO,0.97,7.35,0.0042,0.0308,604
25CL00,RSG Stad en Esch,MEPPEL,7943 AZ,HAVO/VWO,27.39,25.69,0.1051,0.0993,1295
25CL01,"RSG Stad en Esch, Beroepencoll",MEPPEL,7943 AZ,VMBO,0.0,33.17,0.0,0.1244,557
25CL03,RSG Stad en Esch Diever,WESTERVELD,7981 BC,HAVO/VWO,0.0,10.24,0.0,0.0423,181
25CL04,RSG Stad en Esch,MEPPEL,7943 AZ,VMBO,0.0,40.18,0.0,0.1467,72
25CM00,Chr SGM Liudger,SMALLINGERLAND,9202 LC,VMBO,0.0,20.23,0.0,0.08,1241
25CM04,Chr SGM Liudger,SMALLINGERLAND,9202 LE,HAVO/VWO,37.91,40.12,0.1396,0.1465,1051
25CM07,Chr SGM Liudger,TYTSJERKSTERADIEL,9251 AT,VMBO,0.0,9.47,0.0,0.0393,341
25CM08,Chr SGM Liudger,OOSTSTELLINGWERF,8434 NC,VMBO,0.0,14.42,0.0,0.0585,198
25CM12,Chr SGM Liudger,TYTSJERKSTERADIEL,9251 BH,HAVO/VWO,0.0,35.33,0.0,0.1314,304
25CR00,csg Bogerman,SÚDWEST-FRYSLÂN,8601 XH,HAVO/VWO,20.21,30.55,0.0799,0.1158,1499
25CR03,Bogerman SGM,SÚDWEST-FRYSLÂN,8601 XJ,VMBO,0.0,21.07,0.0,0.083,477
25CR07,csg Bogerman Koudum,SÚDWEST-FRYSLÂN,8723 CW,VMBO,0.0,12.37,0.0,0.0507,129
25CR10,csg Bogerman Balk,DE FRYSKE MARREN,8561 CS,VMBO,0.0,12.41,0.0,0.0508,228
25CV00,Bornego College,HEERENVEEN,8446 KZ,HAVO/VWO,36.43,34.47,0.1349,0.1286,990
25CV02,Bornego College VMBO,HEERENVEEN,8447 AH,VMBO,0.0,12.87,0.0,0.0526,477
25CV03,Bornego College vst. Joure,DE FRYSKE MARREN,8503 AB,VMBO,0.0,20.33,0.0,0.0804,178
25CV05,Bornego College,HEERENVEEN,8446 KZ,VMBO,0.0,0.0,0.0,0.0,166
25DA00,Atlas College,HOORN,1623 LL,HAVO/VWO,29.18,29.09,0.1112,0.1109,1420
25DA02,Copernicus SG,HOORN,1625 HV,HAVO/VWO,16.12,20.32,0.0649,0.0803,1381
25DA04,SG De Dijk,MEDEMBLIK,1671 JA,VMBO,0.0,2.94,0.0,0.0126,339
25DA08,SG Newton,HOORN,1624 NR,VMBO,0.0,2.79,0.0,0.012,885
25DA09,SG De Triade,EDAM-VOLENDAM,1135 GE,VMBO,0.0,100.0,0.0,0.301,580
25EF01,Vonk Alkmaar,ALKMAAR,1824 EX,VMBO,0.0,0.0,0.0,0.0,517
25EF02,Vonk Castricum,CASTRICUM,1901 TX,VMBO,0.0,0.0,0.0,0.0,1266
25EF03,Vonk Amsterdam,AMSTERDAM,1025 KN,VMBO,0.0,0.0,0.0,0.0,371
25EF04,Vonk Purmerend,PURMEREND,1442 AG,VMBO,0.0,0.0,0.0,0.0,755
25EF05,Vonk Grootebroek,STEDE BROEC,1613 VP,VMBO,0.0,0.0,0.0,0.0,244
25EF06,Vonk Hoorn,HOORN,1625 NT,VMBO,0.0,0.0,0.0,0.0,599
25EF08,Vonk Heerhugowaard,DIJK EN WAARD,1702 CK,VMBO,0.0,0.0,0.0,0.0,320
25EF09,Vonk Schagen locatie Boomgaard,SCHAGEN,1741 MD,VMBO,0.0,0.0,0.0,0.0,633
25FU00,LCH,HAARLEM,2023 BT,VMBO,0.0,19.65,0.0,0.0779,825
25FU08,LCH locatie Daaf Gelukschool,HAARLEM,2021 HH,VMBO,0.0,17.35,0.0,0.0695,101
25FX00,Reynaert College,HULST,4561 XA,HAVO/VWO,32.11,60.43,0.1209,0.2053,549
25FX01,Reynaert College,HULST,4561 WZ,VMBO,0.0,15.31,0.0,0.0619,598
25FY00,Raayland College,VENRAY,5802 CH,HAVO/VWO,20.31,20.48,0.0803,0.0809,1583
25GA00,Picasso Lyceum,ZOETERMEER,2718 NT,HAVO/VWO,19.65,22.96,0.0779,0.0898,998
25GA01,MOTION Beweeg College,ZOETERMEER,2722 ZA,VMBO,0.0,26.19,0.0,0.101,353
25GA06,SCZ Mavo Zoetermeer,ZOETERMEER,,VMBO,0.0,11.16,0.0,0.0459,68
25GB00,Marne College,SÚDWEST-FRYSLÂN,8701 DX,HAVO/VWO,20.37,24.64,0.0805,0.0957,884
25GB02,Marne College,SÚDWEST-FRYSLÂN,8701 DX,VMBO,0.0,39.19,0.0,0.1436,324
25GC00,SGM Breda voor Katholiek VO,BREDA,4814 NA,HAVO/VWO,12.15,18.73,0.0498,0.0746,1173
25GC01,SGM Breda voor Katholiek VO,BREDA,4818 EB,VMBO,0.0,33.63,0.0,0.1259,793
25GC02,SGM Breda voor Katholiek VO,BREDA,4837 CV,HAVO/VWO,46.65,32.36,0.1663,0.1218,1182
25GC03,SGM Breda voor Katholiek VO,ZUNDERT,4881 BL,HAVO/VWO,0.0,3.9,0.0,0.0166,275
25GC08,SGM Breda voor Katholiek VO,BAARLE-NASSAU,5111 BX,VMBO,0.0,23.21,0.0,0.0906,181
25GC09,SGM Breda voor Katholiek VO,BREDA,4817 GX,VMBO,0.0,41.22,0.0,0.1499,269
25GC10,SGM Breda voor Katholiek VO,BREDA,4814 NA,VMBO,0.0,13.81,0.0,0.0562,369
25GC11,SGM Breda voor Katholiek VO,BREDA,4814 NA,HAVO/VWO,33.49,44.7,0.1254,0.1605,117
25GD00,Andreas College,KATWIJK,2224 VT,VMBO,0.0,39.85,0.0,0.1457,735
25GD01,Andreas College,KATWIJK,2221 SZ,HAVO/VWO,25.23,27.87,0.0977,0.1068,1375
25GE00,Het Streek Lyceum,EDE,6717 XA,HAVO/VWO,26.27,31.65,0.1013,0.1194,1388
25GE02,Het Streek College,EDE,6717 LN,VMBO,0.0,17.69,0.0,0.0707,896
25GF00,Dendroncollege,HORST AAN DE MAAS,5961 BE,HAVO/VWO,14.34,22.11,0.0582,0.0867,2081
25GL00,SGM Arnhem Noord,ARNHEM,6824 LE,HAVO/VWO,35.98,47.15,0.1335,0.1678,1066
25GL04,SGM Arnhem Noord,ARNHEM,6822 LS,VMBO,0.0,14.17,0.0,0.0575,618
25GL06,SGM Arnhem Noord,ARNHEM,6812 AL,HAVO/VWO,0.0,15.35,0.0,0.062,880
25GM00,dr Aletta Jacobs College,MIDDEN-GRONINGEN,9603 TG,HAVO/VWO,14.55,20.04,0.059,0.0793,930
25GM03,dr Aletta Jacobs College,MIDDEN-GRONINGEN,,VMBO,0.0,26.26,0.0,0.1013,99
25GM04,dr Aletta Jacobs College,MIDDEN-GRONINGEN,9603 TG,VMBO,0.0,23.58,0.0,0.0919,448
25GV01,Aeres VMBO Emmeloord,NOORDOOSTPOLDER,8303 GZ,VMBO,0.0,0.0,0.0,0.0,371
25GV05,Aeres VMBO Ede,EDE,6717 LN,VMBO,0.0,0.0,0.0,0.0,470
25GV07,Aeres VMBO Lelystad,LELYSTAD,8232 MB,VMBO,0.0,0.0,0.0,0.0,609
25GV08,Aeres VMBO Maartensdijk,DE BILT,3738 TR,VMBO,0.0,2.02,0.0,0.0087,485
25GV09,Aeres VMBO Nijkerk,NIJKERK,3862 WH,VMBO,0.0,0.0,0.0,0.0,423
25GV10,Aeres VMBO Velp,RHEDEN,6881 BA,VMBO,0.0,0.0,0.0,0.0,569
25GV11,Aeres MAVO Bilthoven,DE BILT,,VMBO,0.0,20.24,0.0,0.08,90
25GV30,Aeres VMBO Buitenpost,ACHTKARSPELEN,9285 PS,VMBO,0.0,0.0,0.0,0.0,194
25GV31,Aeres VMBO Sneek,SÚDWEST-FRYSLÂN,8602 JX,VMBO,0.0,0.0,0.0,0.0,218
25GV32,Aeres VMBO Heerenveen,HEERENVEEN,8448 GK,VMBO,0.0,0.0,0.0,0.0,275
25GV34,Aeres VMBO Leeuwarden,LEEUWARDEN,8934 BM,VMBO,0.0,0.0,0.0,0.0,287
25KX00,Lorentz Casimir Lyceum,EINDHOVEN,5641 AG,HAVO/VWO,47.44,56.32,0.1686,0.194,1033
25LV00,SG De Rooi Pannen,TILBURG,5042 EK,VMBO,0.0,0.0,0.0,0.0,1111
25LV19,SG De Rooi Pannen,EINDHOVEN,5623 AD,VMBO,0.0,0.0,0.0,0.0,684
25LX33,Curio scala,BREDA,4847 TK,VMBO,0.0,2.23,0.0,0.0096,928
25LX41,Curio effent,OOSTERHOUT,4907 AA,VMBO,0.0,20.01,0.0,0.0792,768
25MB00,Summa College,EINDHOVEN,5616 HV,HAVO/VWO,0.0,18.14,0.0,0.0724,799
25MG00,Commanderij College,GEMERT-BAKEL,5421 KZ,HAVO/VWO,32.12,53.2,0.121,0.1853,1033
25MG02,Commanderij College,GEMERT-BAKEL,5421 CR,VMBO,0.0,35.43,0.0,0.1317,979
25MG03,Commanderij College,LAARBEEK,5741 NS,VMBO,0.0,17.74,0.0,0.0709,711
26CC05,"locatie, VMBO Kesteren",NEDER-BETUWE,,VMBO,0.0,0.0,0.0,0.0,133
26CC06,"locatie, VMBO Nijmegen",NIJMEGEN,,VMBO,0.0,0.0,0.0,0.0,224
26CC08,locatie VMBO Den Bosch,'S-HERTOGENBOSCH,,VMBO,0.0,0.0,0.0,0.0,271
26CC13,locatieVMBO/MBO Eindhoven,EINDHOVEN,,VMBO,0.0,0.0,0.0,0.0,227
27DG00,De Passie,UTRECHT,3524 SG,HAVO/VWO,23.41,27.01,0.0913,0.1038,793
27MD00,Castor College,BEVERWIJK,1945 SR,HAVO/VWO,25.49,36.33,0.0986,0.1346,1275
27MD01,Dalí College,HEEMSKERK,1965 BD,VMBO,0.0,15.46,0.0,0.0624,820
27MD02,SKILLS vmbo,HEEMSKERK,1965 BE,VMBO,0.0,28.33,0.0,0.1083,705
27RW00,De Passie,ROTTERDAM,3072 JP,HAVO/VWO,23.4,37.17,0.0913,0.1373,574
27VD00,Aeres VMBO Almere,ALMERE,1362 JA,VMBO,0.0,0.0,0.0,0.0,1033
27VG00,Porta Mosana College,MAASTRICHT,6228 XW,HAVO/VWO,82.66,53.51,0.2616,0.1861,798
27VG01,Porta Mosana College,MAASTRICHT,6226 NK,VMBO,0.0,0.0,0.0,0.0,288
27ZH00,Sint-Maartenscollege,MAASTRICHT,6226 NE,VMBO,0.0,38.76,0.0,0.1423,361
27ZH02,Sint-Maartenscollege,MAASTRICHT,6224 BW,HAVO/VWO,36.99,35.65,0.1367,0.1324,932
27ZJ00,Bonnefantencollege,MAASTRICHT,6216 CW,HAVO/VWO,1.92,9.28,0.0083,0.0385,769
27ZJ01,Bonnefantencollege,MAASTRICHT,,VMBO,0.0,19.4,0.0,0.077,67
27ZJ02,Bonnefantencollege,MAASTRICHT,6227 AL,HAVO/VWO,14.85,20.53,0.0601,0.0811,874
28DH00,Montessori Lyceum Terra Nova,AMSTERDAM,1087 HP,HAVO/VWO,12.06,17.41,0.0495,0.0697,1228
29WG00,De Passie,WIERDEN,7642 ZZ,HAVO/VWO,22.09,29.17,0.0867,0.1112,642
29YT00,Zuiderzee College,ZAANSTAD,1503 HZ,VMBO,0.0,23.0,0.0,0.0899,790
29ZT00,Pvo Kapelle,KAPELLE,,HAVO/VWO,41.48,35.35,0.1507,0.1314,263
30AU00,Citadel College,NIJMEGEN,6663 AD,VMBO,0.0,0.0,0.0,0.0,466
30AU01,Citadel College,NIJMEGEN,6663 AA,HAVO/VWO,20.75,26.03,0.0819,0.1005,1097
30BC00,SiNTLUCAS,EINDHOVEN,5617 BB,VMBO,0.0,100.0,0.0,0.301,573
30BE00,Houtens,HOUTEN,3994 AE,VMBO,0.0,6.9,0.0,0.029,805
30EU00,Markland College Zevenbergen,MOERDIJK,4761 BC,HAVO/VWO,16.14,22.27,0.065,0.0873,1068
30GC00,Het 4e Gymnasium,AMSTERDAM,1013 ZZ,HAVO/VWO,93.11,50.45,0.2858,0.1774,591
30GD00,Stedelijk Gymnasium Socrates,LEIDEN,2316 ES,HAVO/VWO,94.99,62.76,0.29,0.2115,746
30JN00,Volantcollege,GOOISE MEREN,1405 HM,HAVO/VWO,23.73,13.59,0.0925,0.0553,674
30PP00,VO Eemsdelta,EEMSDELTA,9901 CE,VMBO,0.0,27.6,0.0,0.1058,705
30PP01,VO Eemsdelta,MIDDEN-GRONINGEN,9628 AA,VMBO,0.0,30.6,0.0,0.1159,182
30PP04,VO Eemsdelta,EEMSDELTA,9901 CE,HAVO/VWO,28.1,40.83,0.1075,0.1487,735
30UB00,UniC,UTRECHT,3527 XL,HAVO/VWO,33.9,41.11,0.1268,0.1496,712
30UV00,Pvo Hurdegarijp,TYTSJERKSTERADIEL,9254 JR,HAVO/VWO,37.1,45.57,0.137,0.1631,258
30WH00,Avicenna College,ROTTERDAM,3083 AN,HAVO/VWO,0.15,0.3,0.0007,0.0013,836
30WH02,Avicenna College,ROTTERDAM,3076 RA,HAVO/VWO,28.16,46.84,0.1078,0.1668,196
31BL00,De Amsterdamse Mavo,AMSTERDAM,1098 KM,VMBO,0.0,21.24,0.0,0.0836,259
31CG00,Melanchthon,LANSINGERLAND,2665 KA,HAVO/VWO,0.0,21.2,0.0,0.0835,678
31CG01,Melanchthon Business School,LANSINGERLAND,2665 KN,VMBO,0.0,0.0,0.0,0.0,630
31CG02,Melanchthon Bergschenhoek,LANSINGERLAND,2662 EB,HAVO/VWO,50.25,51.56,0.1768,0.1806,910
31CG03,Melanchthon Berkroden,LANSINGERLAND,2652 LA,VMBO,0.0,4.61,0.0,0.0196,956
31CH00,Scholengroep Penta,VOORNE AAN ZEE,3222 AM,HAVO/VWO,30.03,32.06,0.114,0.1208,1174
31CH01,Penta De Oude Maas,NISSEWAARD,3201 LE,VMBO,0.0,49.25,0.0,0.1739,962
31CZ00,PvO Geldermalsen,WEST BETUWE,4191 LR,HAVO/VWO,34.01,43.92,0.1271,0.1581,190
31EW00,'s Gravendreef College,'S-GRAVENHAGE,2492 JJ,HAVO/VWO,0.0,28.49,0.0,0.1089,433
31EW01,'s Gravendreef College,LEIDSCHENDAM-VOORBURG,2262 ED,VMBO,0.0,0.0,0.0,0.0,333
31EW02,'s Gravendreef College,'S-GRAVENHAGE,2492 JP,VMBO,0.0,0.0,0.0,0.0,589
31EX00,Portus SG Groene Hart,BARENDRECHT,2992 ZB,HAVO/VWO,16.46,23.26,0.0662,0.0908,1558
31EX01,CSG Calvijn Focus Barendrecht,BARENDRECHT,2991 XJ,VMBO,0.0,0.0,0.0,0.0,698
